Location,Date,Temperature,Humidity,Precipitation,Wind Speed,Weather Forecast
Punjab,1995-02-01,24.1,99,94.0,8.1,Rainy
Chhattisgarh,1987-01-01,17.9,60,62.2,7.9,Cloudy
Arunachal Pradesh,2005-11-01,24.4,86,292.2,12.2,Foggy
Bihar,2003-08-01,30.0,23,211.6,11.2,Stormy
Sikkim,2014-08-01,15.8,59,63.8,4.2,Cloudy
Odisha,1987-10-01,32.6,84,47.5,1.7,Foggy
Tripura,1998-03-01,39.6,71,220.0,1.1,Rainy
Himachal Pradesh,2006-05-01,32.0,23,94.3,8.4,Sunny
Manipur,2024-11-01,34.1,42,291.3,13.3,Sunny
Uttarakhand,1999-11-01,18.3,47,289.1,13.4,Stormy
Haryana,2016-02-01,32.2,49,298.4,13.4,Sunny
Manipur,2017-07-01,20.2,20,119.8,14.4,Rainy
Jharkhand,1997-11-01,15.5,94,45.2,3.9,Cloudy
Himachal Pradesh,2004-04-01,14.2,81,30.1,10.7,Sunny
Andhra Pradesh,2017-09-01,13.0,36,6.8,3.2,Foggy
Karnataka,1988-03-01,33.5,43,116.9,8.7,Sunny
Tripura,2007-02-01,11.4,29,218.5,0.6,Foggy
Arunachal Pradesh,2004-02-01,36.2,98,215.7,12.4,Sunny
Jharkhand,1993-09-01,35.8,74,100.6,2.0,Sunny
Haryana,2000-09-01,23.6,30,277.6,9.1,Foggy
Telangana,2016-02-01,25.4,83,252.1,12.7,Cloudy
Nagaland,2003-11-01,35.3,45,150.5,12.0,Stormy
Madhya Pradesh,1993-03-01,38.5,89,144.9,10.6,Stormy
Sikkim,2002-02-01,39.3,100,294.0,4.8,Stormy
Uttar Pradesh,2004-01-01,17.7,69,262.7,5.6,Cloudy
Mizoram,1989-08-01,25.7,85,100.4,5.1,Cloudy
West Bengal,2016-01-01,31.4,32,248.2,13.3,Foggy
Chhattisgarh,1997-06-01,16.7,43,202.6,5.8,Cloudy
Uttar Pradesh,2014-10-01,39.7,90,259.8,7.7,Sunny
Madhya Pradesh,2012-05-01,25.9,95,113.7,3.2,Stormy
Tamil Nadu,1992-01-01,10.9,65,208.9,11.7,Sunny
Karnataka,2006-12-01,35.0,85,60.2,4.2,Cloudy
Bihar,1999-03-01,25.7,86,154.3,0.4,Rainy
Arunachal Pradesh,2013-02-01,25.6,77,1.0,1.6,Rainy
Meghalaya,2017-07-01,35.8,74,227.9,0.1,Sunny
Telangana,1999-06-01,13.9,93,216.9,0.1,Foggy
Chhattisgarh,2021-10-01,37.0,33,75.1,3.0,Sunny
Uttar Pradesh,2003-10-01,10.5,29,198.4,10.0,Stormy
Gujarat,1997-11-01,24.8,81,38.6,13.5,Stormy
Manipur,2022-04-01,25.9,71,161.1,4.4,Sunny
Jharkhand,2022-07-01,24.1,85,243.9,9.2,Cloudy
Arunachal Pradesh,2004-01-01,17.3,45,91.1,8.5,Cloudy
Haryana,2004-01-01,33.8,50,296.4,11.8,Foggy
Punjab,2021-12-01,16.6,80,69.2,4.4,Sunny
Uttar Pradesh,2003-02-01,12.0,46,191.1,12.1,Cloudy
Uttar Pradesh,1990-07-01,19.6,36,298.5,6.3,Foggy
Manipur,2005-09-01,36.4,31,196.6,4.7,Sunny
Tripura,1997-04-01,28.6,35,146.9,13.0,Cloudy
Sikkim,2019-11-01,39.1,50,234.0,0.3,Sunny
Gujarat,1989-06-01,23.1,37,124.9,12.2,Stormy
Assam,1989-07-01,37.3,81,182.0,2.2,Stormy
Mizoram,2006-05-01,26.2,67,245.0,11.4,Cloudy
Odisha,1986-12-01,10.2,34,227.2,1.7,Sunny
Uttar Pradesh,2022-01-01,23.5,54,43.9,2.0,Foggy
Chhattisgarh,2018-06-01,29.1,34,16.1,11.5,Foggy
Tamil Nadu,2007-04-01,27.3,22,206.9,1.4,Foggy
Nagaland,1994-03-01,22.6,55,128.0,7.2,Cloudy
Goa,2008-08-01,20.1,25,290.6,13.0,Stormy
Bihar,2022-01-01,19.7,98,72.3,1.2,Sunny
Kerala,1993-11-01,26.3,67,291.7,9.9,Stormy
Gujarat,1990-08-01,37.3,54,129.1,4.6,Cloudy
Goa,1986-10-01,27.9,59,187.3,2.8,Rainy
Karnataka,1986-11-01,18.7,27,133.1,9.5,Foggy
Telangana,2004-04-01,20.7,24,233.8,2.4,Foggy
Mizoram,1988-10-01,27.9,69,101.5,2.8,Stormy
Kerala,2021-09-01,31.1,31,214.8,5.4,Sunny
Uttar Pradesh,1997-03-01,36.1,30,255.7,3.3,Sunny
Chhattisgarh,2006-08-01,19.1,64,190.3,10.0,Sunny
Meghalaya,1999-05-01,36.8,26,270.5,1.2,Stormy
Assam,2005-02-01,30.4,35,40.1,2.9,Cloudy
Uttarakhand,2009-06-01,24.9,84,36.9,4.4,Rainy
Uttarakhand,2001-06-01,26.5,26,191.3,6.3,Foggy
Nagaland,2019-06-01,24.6,20,161.2,11.3,Foggy
Madhya Pradesh,1997-02-01,31.7,100,235.3,7.2,Rainy
Manipur,2003-07-01,17.6,24,28.5,0.0,Sunny
Himachal Pradesh,2006-04-01,12.4,49,261.7,7.5,Sunny
Tripura,2015-03-01,34.5,34,22.3,8.0,Foggy
Manipur,2002-06-01,16.9,75,51.1,13.5,Sunny
Odisha,2013-03-01,39.4,28,260.7,7.4,Cloudy
Arunachal Pradesh,2022-08-01,34.0,96,143.7,5.3,Sunny
Arunachal Pradesh,2018-02-01,15.8,23,147.0,7.6,Stormy
West Bengal,2010-07-01,20.4,48,60.5,6.0,Stormy
Chhattisgarh,2009-04-01,19.8,92,88.0,6.4,Cloudy
Jharkhand,1992-01-01,20.4,69,137.3,14.2,Rainy
Himachal Pradesh,2009-05-01,13.1,80,117.0,12.5,Stormy
Kerala,2021-11-01,38.4,73,157.7,13.9,Cloudy
Uttar Pradesh,2000-12-01,31.4,76,179.5,9.8,Sunny
Jharkhand,1988-04-01,29.9,77,296.8,13.3,Sunny
Uttar Pradesh,1985-12-01,32.1,41,216.3,10.1,Sunny
Telangana,2001-07-01,34.3,26,269.1,7.8,Stormy
Odisha,2017-04-01,30.7,90,289.5,3.1,Stormy
Maharashtra,1996-12-01,17.8,96,148.5,5.8,Foggy
Karnataka,2020-02-01,13.8,73,277.4,3.3,Sunny
Tamil Nadu,2022-12-01,25.6,78,135.6,9.0,Foggy
Bihar,1991-01-01,16.1,87,275.3,13.4,Rainy
Sikkim,2018-01-01,14.2,28,32.9,2.6,Cloudy
Uttar Pradesh,1992-03-01,13.4,32,85.9,14.4,Stormy
Jharkhand,2008-11-01,26.6,52,111.8,2.7,Stormy
Manipur,1987-07-01,35.9,39,53.2,14.7,Stormy
Nagaland,2018-02-01,12.0,43,213.4,11.6,Sunny
Arunachal Pradesh,1987-02-01,36.3,62,178.1,0.7,Sunny
Mizoram,1989-06-01,18.5,58,184.9,7.6,Rainy
Rajasthan,2020-10-01,11.9,83,64.4,10.2,Stormy
Andhra Pradesh,1988-11-01,21.5,48,172.6,3.3,Foggy
Karnataka,2004-06-01,27.6,83,238.9,14.7,Stormy
Punjab,2000-09-01,16.8,46,230.2,10.4,Cloudy
Karnataka,2009-05-01,24.5,79,86.3,10.2,Cloudy
Arunachal Pradesh,1998-05-01,13.1,28,113.3,11.4,Foggy
Odisha,2019-12-01,21.6,61,192.8,9.1,Stormy
Haryana,2013-02-01,25.7,80,283.6,14.8,Sunny
Gujarat,2022-03-01,31.6,89,17.7,1.4,Rainy
Bihar,1990-08-01,37.0,25,53.3,2.0,Stormy
Kerala,2011-11-01,32.8,43,45.8,2.1,Sunny
West Bengal,1988-02-01,34.8,62,75.2,12.0,Foggy
Haryana,2021-06-01,26.7,95,278.4,9.4,Sunny
Arunachal Pradesh,2021-11-01,12.8,33,88.4,1.1,Sunny
West Bengal,2008-01-01,27.4,61,267.2,14.7,Rainy
Andhra Pradesh,2013-04-01,11.8,78,25.3,6.0,Rainy
Mizoram,2015-05-01,29.1,53,130.6,14.7,Cloudy
Nagaland,1989-02-01,10.2,67,0.8,0.3,Cloudy
Uttarakhand,2003-05-01,39.1,41,175.2,4.5,Cloudy
Bihar,2006-04-01,17.8,100,150.4,4.2,Foggy
Himachal Pradesh,1997-08-01,39.3,28,101.4,14.0,Stormy
Haryana,2022-08-01,34.0,20,299.6,13.1,Rainy
Tripura,1998-06-01,28.2,37,287.2,13.0,Sunny
Rajasthan,1993-06-01,32.0,41,298.5,0.8,Foggy
Madhya Pradesh,2021-12-01,20.1,70,187.4,2.5,Cloudy
Punjab,1993-04-01,35.3,71,186.3,0.2,Cloudy
Maharashtra,2009-12-01,21.2,41,182.2,8.0,Stormy
Rajasthan,2007-04-01,30.1,76,252.7,13.2,Rainy
Odisha,2000-07-01,20.0,32,185.2,8.2,Rainy
Himachal Pradesh,1987-03-01,14.7,31,235.6,5.6,Sunny
Andhra Pradesh,1991-06-01,39.4,98,104.0,12.0,Stormy
Maharashtra,1987-08-01,29.3,76,210.7,7.0,Rainy
Telangana,1996-09-01,26.4,71,14.0,1.3,Stormy
Himachal Pradesh,1995-09-01,32.5,22,254.7,8.1,Sunny
Uttarakhand,2020-01-01,14.2,88,20.0,2.2,Stormy
Uttarakhand,2005-03-01,35.3,61,174.9,11.1,Rainy
Punjab,2022-02-01,15.9,98,159.4,5.2,Sunny
Arunachal Pradesh,1997-07-01,30.6,40,62.9,7.0,Rainy
Andhra Pradesh,2003-01-01,16.5,49,238.3,0.5,Foggy
Uttar Pradesh,2008-06-01,16.4,65,16.7,7.4,Cloudy
Punjab,2003-04-01,14.8,32,256.5,2.6,Sunny
Maharashtra,2010-08-01,32.7,61,248.7,5.3,Foggy
Madhya Pradesh,1991-12-01,23.7,58,77.1,1.3,Sunny
Gujarat,2009-03-01,12.3,36,89.4,13.1,Foggy
Goa,2002-09-01,16.6,86,206.7,5.4,Foggy
Meghalaya,2021-04-01,30.2,29,184.7,12.6,Foggy
Assam,1993-06-01,19.6,33,141.9,1.8,Rainy
Karnataka,2022-01-01,18.3,56,68.1,6.9,Cloudy
Punjab,1986-03-01,10.6,27,277.2,0.5,Foggy
Rajasthan,2005-02-01,34.3,80,167.8,8.9,Foggy
Goa,2002-06-01,15.8,57,201.2,10.7,Sunny
Bihar,2021-05-01,25.6,92,63.1,6.1,Stormy
Goa,2007-11-01,35.7,29,210.4,0.3,Rainy
Punjab,2016-11-01,39.4,91,179.3,4.8,Foggy
Kerala,2008-05-01,11.9,54,270.1,0.3,Foggy
Bihar,2018-03-01,15.1,54,142.6,10.1,Stormy
Tripura,1987-03-01,19.4,21,163.4,10.6,Stormy
Andhra Pradesh,2010-07-01,17.9,70,75.6,8.4,Rainy
Telangana,2004-08-01,21.4,92,101.4,12.5,Rainy
Himachal Pradesh,2006-03-01,39.0,57,203.1,6.8,Foggy
Madhya Pradesh,2001-06-01,13.1,52,276.9,11.0,Foggy
Karnataka,2010-01-01,32.7,31,235.3,11.5,Cloudy
Tripura,2011-11-01,35.9,86,26.3,12.3,Cloudy
Mizoram,1992-02-01,26.3,77,262.3,3.9,Stormy
Sikkim,1990-05-01,31.8,66,227.7,10.6,Sunny
Maharashtra,2000-11-01,32.4,87,230.7,9.5,Sunny
Uttar Pradesh,1993-10-01,37.7,69,267.9,6.9,Sunny
Nagaland,2001-08-01,22.2,94,221.9,15.0,Sunny
Chhattisgarh,1986-10-01,36.8,86,224.4,11.0,Stormy
Punjab,2002-03-01,34.5,87,183.0,11.6,Stormy
Tamil Nadu,1986-02-01,23.1,69,98.0,11.1,Rainy
Rajasthan,1990-06-01,12.9,72,33.5,7.6,Cloudy
Madhya Pradesh,2015-10-01,24.4,28,89.4,8.8,Rainy
Maharashtra,2019-09-01,20.9,65,258.6,12.6,Cloudy
Jharkhand,1999-06-01,17.0,98,259.9,9.0,Rainy
Madhya Pradesh,2004-02-01,25.6,41,29.1,0.8,Foggy
Meghalaya,2005-06-01,21.3,70,132.2,0.3,Stormy
Jharkhand,2009-02-01,34.3,72,267.7,5.5,Stormy
Arunachal Pradesh,2008-10-01,38.5,51,266.2,1.7,Rainy
Karnataka,1995-10-01,20.9,24,118.2,1.3,Cloudy
Chhattisgarh,2020-12-01,14.4,98,22.4,9.7,Cloudy
Gujarat,2001-06-01,19.8,29,206.1,3.1,Cloudy
Jharkhand,2020-12-01,19.7,89,169.1,4.2,Rainy
Arunachal Pradesh,2002-05-01,18.2,24,13.3,14.0,Foggy
Jharkhand,2007-05-01,20.8,48,8.5,9.1,Stormy
Manipur,2023-04-01,23.3,27,274.1,13.0,Cloudy
Nagaland,2017-06-01,19.5,49,46.7,4.5,Cloudy
Chhattisgarh,2019-07-01,37.1,53,50.6,12.7,Cloudy
Manipur,2023-06-01,19.0,87,201.4,0.9,Cloudy
Chhattisgarh,2011-06-01,14.4,76,286.6,2.6,Cloudy
Uttar Pradesh,1998-11-01,11.5,23,193.8,6.3,Rainy
Uttar Pradesh,1996-02-01,24.3,54,33.9,8.1,Cloudy
Andhra Pradesh,1993-01-01,24.3,39,92.2,10.0,Sunny
Bihar,2002-05-01,30.4,88,201.6,7.9,Cloudy
Nagaland,2014-03-01,20.3,28,194.1,14.9,Stormy
Himachal Pradesh,2000-01-01,23.6,36,161.9,7.2,Foggy
Rajasthan,2018-05-01,22.5,80,200.8,5.4,Cloudy
Jharkhand,2010-02-01,34.4,54,263.3,8.2,Sunny
Jharkhand,2019-05-01,30.7,98,159.5,6.6,Foggy
West Bengal,2005-08-01,11.8,85,239.1,9.5,Stormy
Chhattisgarh,1996-11-01,26.3,92,277.6,11.6,Foggy
Kerala,2008-03-01,25.2,40,133.6,9.2,Cloudy
Arunachal Pradesh,2015-02-01,28.6,42,153.2,12.1,Rainy
West Bengal,2014-12-01,27.8,42,22.5,1.0,Cloudy
Odisha,1995-04-01,12.7,79,37.7,2.5,Stormy
Uttar Pradesh,2011-10-01,31.7,67,231.8,13.5,Sunny
Madhya Pradesh,1998-04-01,18.8,81,86.5,14.5,Stormy
Mizoram,2010-08-01,38.9,86,110.5,11.1,Sunny
Goa,2001-01-01,13.0,57,220.1,11.8,Sunny
Goa,1989-08-01,29.8,86,117.4,9.9,Stormy
Gujarat,2011-10-01,18.0,73,254.1,5.4,Sunny
Assam,2009-03-01,19.6,90,219.3,4.1,Sunny
Uttar Pradesh,1997-01-01,38.9,88,95.1,10.2,Rainy
Jharkhand,1999-05-01,26.8,76,3.9,12.2,Rainy
West Bengal,2009-05-01,30.0,100,79.0,11.6,Foggy
Meghalaya,2014-08-01,11.1,60,128.4,3.0,Stormy
Maharashtra,1998-01-01,24.7,62,3.9,6.4,Stormy
Uttar Pradesh,1991-07-01,16.6,38,180.3,3.9,Rainy
Madhya Pradesh,2009-06-01,38.3,44,277.0,12.7,Cloudy
Karnataka,2024-02-01,28.9,51,199.3,8.4,Stormy
Andhra Pradesh,2021-09-01,18.7,86,176.0,4.1,Cloudy
Manipur,2015-09-01,23.7,32,32.7,11.4,Sunny
Odisha,1996-06-01,30.6,45,20.4,0.5,Stormy
Mizoram,2016-11-01,25.5,43,267.8,8.5,Cloudy
Mizoram,1998-10-01,25.5,88,15.1,3.2,Sunny
Kerala,2000-07-01,15.4,79,298.0,12.5,Rainy
Jharkhand,2020-06-01,30.0,44,35.5,6.3,Stormy
Rajasthan,1990-11-01,39.4,65,281.4,0.7,Rainy
Chhattisgarh,2017-09-01,21.1,73,215.1,6.1,Foggy
Tripura,2003-05-01,14.6,45,11.8,3.4,Stormy
Odisha,2014-10-01,15.6,55,108.9,5.4,Sunny
Assam,1994-06-01,25.7,95,30.2,11.0,Sunny
Sikkim,1991-06-01,17.0,36,177.1,7.0,Stormy
Uttarakhand,1994-05-01,11.3,41,290.5,4.9,Foggy
Chhattisgarh,2016-11-01,34.5,79,137.8,14.7,Foggy
Himachal Pradesh,2017-02-01,37.6,81,187.4,4.4,Rainy
Himachal Pradesh,1986-01-01,31.6,41,159.3,10.1,Rainy
Odisha,1997-09-01,13.3,44,237.9,9.2,Foggy
Tripura,1988-07-01,25.8,56,107.8,4.8,Sunny
Tamil Nadu,1986-07-01,16.7,25,168.8,10.8,Cloudy
Meghalaya,2003-10-01,19.2,23,118.4,3.5,Rainy
Punjab,2011-11-01,35.1,99,19.8,5.7,Sunny
Uttar Pradesh,2012-09-01,24.6,23,19.7,9.4,Rainy
Haryana,2014-03-01,23.6,31,219.9,3.4,Foggy
Gujarat,1989-08-01,31.1,48,184.9,6.5,Foggy
Kerala,2016-08-01,26.1,26,170.4,3.3,Cloudy
Maharashtra,1989-02-01,35.9,50,218.7,7.3,Cloudy
Jharkhand,2004-10-01,34.4,97,194.4,6.2,Sunny
Gujarat,2012-12-01,31.7,93,100.6,6.8,Cloudy
Karnataka,1999-02-01,22.6,72,7.9,1.0,Sunny
Uttarakhand,2024-12-01,11.5,93,214.6,3.2,Foggy
Meghalaya,2020-12-01,18.8,37,198.0,2.7,Sunny
Uttar Pradesh,2009-04-01,15.9,22,133.4,11.6,Foggy
Odisha,2009-03-01,25.5,67,123.3,11.1,Rainy
Odisha,2017-02-01,33.3,68,293.6,14.0,Sunny
Madhya Pradesh,2013-10-01,32.0,97,38.2,14.6,Rainy
Arunachal Pradesh,2008-04-01,13.3,48,72.6,2.7,Rainy
West Bengal,1997-07-01,33.2,44,221.6,5.7,Rainy
Telangana,1989-08-01,34.3,63,4.2,13.7,Cloudy
Madhya Pradesh,2005-10-01,14.1,89,11.3,2.9,Stormy
Maharashtra,2020-08-01,23.3,41,219.1,9.4,Cloudy
Maharashtra,2012-01-01,18.0,66,164.1,9.8,Foggy
Haryana,2016-03-01,36.3,41,123.2,9.8,Foggy
Jharkhand,2024-01-01,34.5,93,291.1,9.9,Sunny
Kerala,2010-12-01,21.6,41,72.6,2.9,Stormy
Haryana,2004-05-01,11.7,66,254.9,9.7,Stormy
Manipur,2021-07-01,27.0,37,30.6,7.0,Stormy
Meghalaya,2013-01-01,16.0,85,239.9,1.8,Sunny
Gujarat,1994-03-01,12.5,22,147.6,8.8,Cloudy
Nagaland,1985-06-01,18.6,82,272.7,4.7,Rainy
Punjab,1985-07-01,16.0,66,6.4,12.2,Stormy
Arunachal Pradesh,2022-07-01,22.3,79,207.8,12.4,Stormy
Madhya Pradesh,1990-10-01,30.9,74,185.3,3.8,Rainy
Assam,2016-06-01,16.0,48,109.9,10.8,Stormy
Bihar,2024-05-01,38.4,30,207.1,0.2,Stormy
Meghalaya,1994-08-01,34.4,86,68.5,3.5,Rainy
Arunachal Pradesh,2009-01-01,22.3,37,215.4,8.7,Cloudy
Chhattisgarh,2000-05-01,32.4,75,178.6,11.7,Foggy
Assam,1994-11-01,26.8,63,152.8,10.3,Stormy
West Bengal,2019-05-01,30.9,37,32.7,1.5,Sunny
Chhattisgarh,1999-12-01,36.8,20,86.8,11.6,Rainy
Kerala,2014-02-01,29.3,75,50.2,8.1,Sunny
Goa,1999-01-01,10.8,78,252.0,9.3,Cloudy
Tamil Nadu,1994-10-01,14.0,48,59.2,5.1,Stormy
Madhya Pradesh,2022-03-01,30.5,72,67.5,3.5,Sunny
Madhya Pradesh,2003-05-01,19.3,61,270.7,13.4,Sunny
Bihar,2008-02-01,18.7,100,135.5,2.5,Cloudy
Karnataka,1988-07-01,22.6,23,126.7,4.6,Cloudy
Haryana,2002-01-01,20.4,68,123.4,7.5,Sunny
Uttarakhand,1998-11-01,31.3,98,292.7,3.6,Stormy
Haryana,2017-03-01,33.3,21,222.3,14.1,Cloudy
Kerala,2007-01-01,16.9,86,50.2,11.5,Stormy
Meghalaya,2023-06-01,17.6,29,113.3,0.8,Cloudy
Haryana,2002-06-01,33.2,56,277.2,12.2,Rainy
Uttar Pradesh,2011-12-01,21.6,88,4.0,7.7,Cloudy
Jharkhand,2002-12-01,31.2,66,6.1,8.2,Cloudy
Himachal Pradesh,2004-11-01,23.9,82,236.0,3.6,Cloudy
Meghalaya,1999-08-01,33.9,96,54.4,5.1,Sunny
Kerala,2003-12-01,12.3,84,127.0,4.9,Cloudy
West Bengal,2007-03-01,29.3,31,157.1,11.6,Rainy
Mizoram,1996-10-01,31.5,81,110.4,14.1,Stormy
Nagaland,2019-05-01,19.3,62,23.6,3.1,Stormy
Bihar,2001-09-01,35.4,31,116.5,14.2,Rainy
Bihar,2012-01-01,23.9,98,108.5,4.2,Rainy
Gujarat,2000-04-01,14.9,21,76.0,5.7,Cloudy
Arunachal Pradesh,2014-01-01,34.8,37,9.3,3.0,Sunny
Maharashtra,1989-08-01,29.0,44,175.1,4.0,Sunny
Kerala,1990-08-01,12.3,63,299.0,10.3,Rainy
Nagaland,1998-09-01,39.6,88,136.0,12.9,Sunny
Uttar Pradesh,2005-12-01,17.0,78,5.7,6.2,Rainy
Sikkim,1995-01-01,23.1,76,223.9,8.1,Rainy
Chhattisgarh,2017-12-01,36.1,68,48.4,7.4,Foggy
Rajasthan,2007-06-01,16.2,63,30.7,6.5,Cloudy
Gujarat,2009-04-01,19.9,96,258.3,12.9,Stormy
Chhattisgarh,2018-05-01,16.4,32,255.3,2.2,Rainy
Tripura,2020-06-01,27.8,88,149.1,13.0,Cloudy
Himachal Pradesh,1999-06-01,19.8,55,124.2,5.8,Rainy
Chhattisgarh,2010-06-01,18.2,86,256.2,3.2,Foggy
Sikkim,1986-08-01,27.0,93,140.6,8.7,Sunny
Andhra Pradesh,1999-02-01,30.9,34,115.8,6.5,Foggy
Himachal Pradesh,2005-10-01,11.5,29,26.6,2.4,Rainy
Uttarakhand,2010-01-01,23.0,54,228.3,10.9,Stormy
Telangana,2002-10-01,33.1,54,232.0,5.7,Cloudy
Sikkim,2018-02-01,20.1,53,43.4,11.8,Sunny
Chhattisgarh,1998-08-01,25.6,87,161.8,11.7,Foggy
Tripura,1991-05-01,14.3,96,284.5,5.0,Rainy
Manipur,2006-01-01,12.3,63,38.5,3.6,Stormy
Assam,2003-01-01,18.8,52,194.2,8.8,Stormy
Jharkhand,1995-01-01,18.9,75,279.9,9.3,Cloudy
Chhattisgarh,1993-10-01,18.7,45,144.8,3.6,Foggy
Mizoram,2023-06-01,34.0,44,120.0,14.4,Foggy
Maharashtra,1999-03-01,35.1,75,181.0,6.9,Rainy
Karnataka,2012-07-01,25.4,81,111.1,2.3,Rainy
Punjab,2017-02-01,31.5,30,196.3,5.0,Cloudy
Bihar,1995-07-01,21.6,42,268.8,5.3,Sunny
Haryana,2022-03-01,37.2,45,21.5,8.6,Foggy
Tripura,1991-04-01,12.8,66,124.7,15.0,Sunny
Tamil Nadu,2000-08-01,12.4,26,20.7,11.7,Stormy
Telangana,1999-08-01,27.2,88,8.9,9.3,Rainy
Mizoram,2006-09-01,35.4,83,47.7,7.2,Stormy
Madhya Pradesh,2013-11-01,13.3,87,224.6,4.5,Rainy
Tripura,2004-08-01,23.1,70,111.9,11.7,Rainy
Gujarat,2010-05-01,20.3,28,121.3,10.2,Cloudy
Kerala,2020-01-01,36.3,47,85.4,1.0,Cloudy
Jharkhand,2018-03-01,20.8,48,265.7,6.1,Stormy
Rajasthan,2008-02-01,34.7,48,189.0,12.5,Stormy
Chhattisgarh,2015-09-01,15.1,43,160.6,6.9,Foggy
Meghalaya,2015-10-01,11.5,47,13.7,11.5,Sunny
Manipur,1992-02-01,11.9,49,171.9,5.5,Rainy
Madhya Pradesh,1996-02-01,23.1,89,51.6,4.2,Stormy
Gujarat,1991-03-01,35.8,36,219.5,10.4,Stormy
Manipur,2022-07-01,30.2,35,201.0,12.8,Cloudy
Assam,2016-07-01,23.0,56,13.3,0.5,Sunny
Gujarat,2024-11-01,39.6,38,55.5,6.9,Cloudy
Tripura,1993-03-01,15.5,48,275.5,14.1,Sunny
Karnataka,1989-07-01,26.2,69,127.9,11.6,Foggy
Tamil Nadu,2003-07-01,19.2,21,112.3,11.1,Rainy
Assam,1988-11-01,16.3,60,226.9,3.4,Foggy
Chhattisgarh,2012-09-01,29.6,89,98.5,8.3,Rainy
Arunachal Pradesh,2021-12-01,14.5,23,151.3,3.8,Sunny
Uttar Pradesh,2017-12-01,18.2,43,219.7,7.0,Cloudy
Haryana,2016-09-01,17.1,74,75.2,11.5,Cloudy
Uttar Pradesh,2006-06-01,19.0,72,55.8,5.9,Stormy
Goa,1999-05-01,19.4,60,26.0,8.1,Cloudy
Bihar,1996-09-01,15.3,74,154.2,0.6,Cloudy
Uttar Pradesh,1997-08-01,33.0,43,209.0,4.7,Cloudy
Goa,2005-09-01,25.5,92,39.4,7.0,Sunny
Maharashtra,2011-01-01,32.7,59,162.5,7.1,Foggy
Jharkhand,1987-03-01,37.1,21,188.3,7.4,Rainy
Madhya Pradesh,2009-10-01,18.7,49,30.7,5.0,Sunny
Odisha,1997-10-01,10.6,62,230.1,14.6,Stormy
Uttarakhand,1986-02-01,27.0,33,66.6,2.3,Cloudy
Gujarat,2017-08-01,36.7,24,43.7,10.1,Stormy
Goa,1998-01-01,39.1,72,143.7,11.2,Sunny
Assam,1991-11-01,28.7,89,177.2,2.8,Foggy
West Bengal,1999-10-01,24.0,35,232.3,6.8,Sunny
Tamil Nadu,2000-05-01,12.1,57,294.5,14.0,Sunny
Goa,1986-01-01,17.3,60,95.0,4.5,Cloudy
Odisha,2012-02-01,15.6,65,240.5,14.0,Foggy
Jharkhand,1986-04-01,24.5,62,41.0,1.0,Stormy
Tripura,2002-11-01,36.1,68,68.0,10.4,Cloudy
Karnataka,2001-02-01,30.0,75,194.7,3.4,Sunny
Goa,2006-04-01,15.6,38,39.8,11.3,Sunny
Maharashtra,2001-12-01,26.6,36,133.7,2.9,Sunny
Uttar Pradesh,2010-12-01,34.7,69,186.7,13.5,Cloudy
Tripura,2001-11-01,15.6,34,167.9,3.4,Rainy
Manipur,2015-11-01,31.5,58,9.4,9.7,Sunny
Andhra Pradesh,2018-03-01,18.3,23,239.0,8.8,Cloudy
Meghalaya,2015-04-01,37.0,81,275.6,2.5,Cloudy
Maharashtra,1991-08-01,28.9,90,110.1,3.9,Cloudy
Himachal Pradesh,2018-08-01,24.6,85,229.2,0.7,Foggy
Arunachal Pradesh,2024-07-01,29.6,88,16.2,0.4,Rainy
Madhya Pradesh,2005-02-01,12.4,26,55.0,12.2,Sunny
Sikkim,1998-12-01,24.8,52,6.3,9.3,Rainy
Himachal Pradesh,2022-03-01,37.9,31,94.8,4.8,Cloudy
Maharashtra,2007-01-01,25.1,35,195.2,9.0,Foggy
Gujarat,2005-10-01,25.4,27,59.7,0.0,Rainy
Madhya Pradesh,1987-07-01,26.2,69,129.0,0.4,Stormy
Tripura,1991-11-01,18.5,62,290.6,4.1,Foggy
Madhya Pradesh,2023-03-01,22.2,90,288.3,2.0,Cloudy
Himachal Pradesh,2001-10-01,34.6,52,3.1,10.8,Stormy
Odisha,2022-02-01,11.3,99,222.6,2.3,Cloudy
Tripura,2008-05-01,14.3,43,15.0,4.1,Cloudy
Goa,2002-01-01,10.1,75,265.1,2.4,Rainy
Telangana,2016-07-01,28.7,58,32.3,7.4,Sunny
Jharkhand,2023-08-01,18.4,23,148.7,2.6,Sunny
Himachal Pradesh,1994-09-01,18.1,27,127.8,12.1,Cloudy
Mizoram,2014-12-01,18.7,60,182.7,5.9,Sunny
Punjab,1988-11-01,38.8,84,250.5,10.9,Rainy
Jharkhand,1987-04-01,37.3,49,32.0,13.8,Foggy
Rajasthan,1994-09-01,18.9,97,161.4,13.9,Sunny
Mizoram,1993-02-01,14.6,97,0.6,9.6,Rainy
West Bengal,1996-11-01,26.0,21,224.8,8.7,Sunny
Uttarakhand,2021-07-01,28.9,90,134.6,6.5,Rainy
Mizoram,1990-09-01,12.8,95,222.1,13.0,Rainy
Uttarakhand,1998-08-01,39.2,56,179.7,0.3,Foggy
Rajasthan,2001-01-01,20.4,71,231.2,3.9,Sunny
Assam,2019-11-01,26.8,43,110.4,3.2,Cloudy
